05/08/2025-15:35:31;1T_frame_0000.jpg;2;MGD;1;0.5758877454839559;0.49195351535688997;0.5339206304204231;0.0477094745047978;0.8542524462705304;[[453, 289], [750, 288], [759, 389], [477, 408]]
05/08/2025-15:59:49;1T_frame_0000.jpg;2;MGD;1;0.3363150950038546;-0.0039106406395794015;0.16620222718213723;0.6212587899296347;-0.011627906976743286;[[381, 309], [511, 361], [490, 412], [405, 347]]
05/08/2025-16:03:48;1T_frame_0003.jpg;2;MGD;1;inf;-inf;inf;nan;nan;[[292, 308], [574, 310], [568, 340], [354, 377]]
05/08/2025-16:04:05;1T_frame_0003.jpg;2;MGD;1;inf;inf;inf;nan;nan;[[367, 282], [553, 278], [551, 322], [381, 338]]
05/08/2025-16:04:21;1T_frame_0003.jpg;2;MGD;1;inf;-inf;inf;nan;nan;[[367, 289], [544, 294], [542, 338], [423, 331]]
05/08/2025-16:04:36;1T_frame_0003.jpg;2;MGD;1;inf;-inf;inf;nan;nan;[[384, 281], [567, 274], [568, 324], [462, 341]]
05/08/2025-16:04:49;1T_frame_0003.jpg;2;MGD;1;inf;inf;inf;nan;nan;[[378, 302], [536, 314], [537, 352], [385, 337]]
05/08/2025-16:04:57;1T_frame_0003.jpg;2;MGD;1;inf;-inf;inf;nan;nan;[[396, 297], [534, 300], [552, 350], [438, 361]]
05/08/2025-16:06:36;1T_frame_0003.jpg;2;MGD;1;2.6060585078760607;-0.00794530032889064;1.299056603773585;0.6106893760899231;-0.003048780487804959;[[255, 324], [623, 236], [637, 308], [310, 401]]
